City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
386,Te Anau,NZ,2022-04-24 15:32:50,-45.4167,167.7167,47.5,83,65,1.3
387,Narsaq,GL,2022-04-24 15:32:50,60.9167,-46.05,48.42,80,82,7.47
388,Jackson,US,2022-04-24 15:27:57,42.4165,-122.8345,50.14,73,0,1.99
389,Naberera,TZ,2022-04-24 15:32:50,-4.2,36.9333,66.58,86,90,7.87
390,Victoria,HK,2022-04-24 15:32:51,22.2855,114.1577,82.33,88,4,8.99
391,Beysehir,TR,2022-04-24 15:32:51,37.6773,31.7246,69.44,32,0,11.59
392,Tirana,AL,2022-04-24 15:31:31,41.3275,19.8189,70.68,37,0,8.05
393,Slave Lake,CA,2022-04-24 15:32:52,55.2834,-114.769,40.98,56,0,11.5
394,Aswan,EG,2022-04-24 15:32:52,24.0934,32.907,94.3,14,0,9.22
395,Palauig,PH,2022-04-24 15:32:52,15.435,119.9045,82.78,72,12,4.65
396,Ilhabela,BR,2022-04-24 15:32:53,-23.7781,-45.3581,76.33,79,21,5.75
397,Sao Joao Dos Patos,BR,2022-04-24 15:32:53,-6.495,-43.7022,84.33,63,77,6.2
398,Barstow,US,2022-04-24 15:32:54,34.8986,-117.0228,59.99,15,0,14.5
399,Egvekinot,RU,2022-04-24 15:32:54,66.3167,-179.1667,8.37,94,85,6.38
400,Umba,RU,2022-04-24 15:32:55,66.6871,34.3429,36.25,93,66,4.41
401,Dalbandin,PK,2022-04-24 15:32:55,28.8947,64.4101,85.68,12,23,4.83
402,Mayor Pablo Lagerenza,PY,2022-04-24 15:32:55,-19.9309,-60.7718,95.58,36,25,17.63
403,Pingliang,CN,2022-04-24 15:32:56,35.5392,106.6861,56.43,48,1,4.74
404,Port Blair,IN,2022-04-24 15:32:56,11.6667,92.75,82.44,78,20,2.3
405,Chara,RU,2022-04-24 15:32:57,56.9064,118.2631,19.53,63,84,1.39
406,Bilma,NE,2022-04-24 15:32:57,18.6853,12.9164,104.67,7,4,7.92
407,Darhan,MN,2022-04-24 15:32:57,49.4867,105.9228,40.32,27,83,17.98
408,Arona,ES,2022-04-24 15:32:58,28.0996,-16.681,64.98,62,75,4.61
409,Hofn,IS,2022-04-24 15:33:58,64.2539,-15.2082,51.82,66,20,12.66
410,Burnie,AU,2022-04-24 15:33:58,-41.0667,145.9167,52.95,93,31,5.79
411,Westport,US,2022-04-24 15:29:34,41.1415,-73.3579,62.85,49,0,16.11
412,Nantucket,US,2022-04-24 15:33:59,41.2835,-70.0995,51.91,54,0,14.97
413,Ciudad Bolivar,VE,2022-04-24 15:33:59,8.1222,-63.5497,93.36,39,26,9.33
414,Bowen,AU,2022-04-24 15:34:00,-20.0167,148.2333,75.79,84,100,24.11
415,Bozeman,US,2022-04-24 15:34:00,45.6796,-111.0386,41.02,75,100,1.01
416,Haines Junction,CA,2022-04-24 15:34:00,60.7522,-137.5108,31.95,80,100,0.0
417,Forestville,US,2022-04-24 15:34:01,38.8451,-76.875,76.55,57,0,4.61
418,Kaeo,NZ,2022-04-24 15:34:01,-35.1,173.7833,58.32,93,37,6.46
419,Hays,US,2022-04-24 15:34:02,30.0502,-98.0336,76.82,68,99,8.99
420,Kuala Lipis,MY,2022-04-24 15:34:02,4.1842,102.0468,75.18,97,65,0.2
421,Ostrovnoy,RU,2022-04-24 15:34:02,68.0531,39.5131,35.67,98,100,14.7
422,Chapais,CA,2022-04-24 15:32:47,49.7834,-74.8492,35.38,63,100,13.35
423,Buraydah,SA,2022-04-24 15:34:03,26.326,43.975,68.45,69,96,30.82
424,General Pico,AR,2022-04-24 15:34:03,-35.6566,-63.7568,77.38,40,86,15.79
425,Humaita,BR,2022-04-24 15:34:04,-7.5061,-63.0208,89.53,58,97,4.92
426,Kutum,SD,2022-04-24 15:34:04,14.2,24.6667,92.1,7,23,4.59
427,Tiznit,MA,2022-04-24 15:34:05,29.5833,-9.5,56.89,71,100,14.88
428,Yakovlevka,RU,2022-04-24 15:34:05,44.425,133.4772,43.56,52,49,2.98
429,Praia,CV,2022-04-24 15:34:05,14.9215,-23.5087,88.34,29,0,17.27
430,Soc Trang,VN,2022-04-24 15:34:06,9.6033,105.98,82.74,76,10,6.38
431,Saint-Joseph,RE,2022-04-24 15:34:06,-21.3667,55.6167,75.58,78,98,15.79
432,Hualmay,PE,2022-04-24 15:34:06,-11.0964,-77.6139,71.76,74,85,10.18
433,Coihaique,CL,2022-04-24 15:34:07,-45.5752,-72.0662,36.21,100,100,2.3
434,Kiskunhalas,HU,2022-04-24 15:34:07,46.434,19.4848,62.17,71,96,8.05
435,Provideniya,RU,2022-04-24 15:34:07,64.3833,-173.3,22.57,79,6,3.83
436,Kangaatsiaq,GL,2022-04-24 15:34:08,68.3065,-53.4641,25.3,87,100,5.28
437,Swan River,CA,2022-04-24 15:34:08,52.1058,-101.2676,31.89,69,100,24.16
438,San Cristobal,VE,2022-04-24 15:34:09,7.7669,-72.225,68.18,58,100,4.34
439,Guantanamo,CU,2022-04-24 15:34:09,20.1444,-75.2092,81.97,49,97,11.92
440,Akcaabat,TR,2022-04-24 15:34:10,41.0212,39.5715,58.87,67,0,5.75
441,Miles City,US,2022-04-24 15:32:59,46.4083,-105.8406,36.57,75,0,24.16
442,Vanavara,RU,2022-04-24 15:34:10,60.34,102.2797,26.74,96,99,7.02
443,Kozelsk,RU,2022-04-24 15:34:11,54.0375,35.7716,48.02,96,100,6.58
444,Flin Flon,CA,2022-04-24 15:34:11,54.7682,-101.865,24.64,58,40,13.8
445,Uribia,CO,2022-04-24 15:34:11,11.7139,-72.266,88.3,48,17,18.19
446,Kerema,PG,2022-04-24 15:34:12,-7.9631,145.7785,77.25,87,85,3.06
447,Rusera,IN,2022-04-24 15:34:12,25.75,86.0333,89.69,11,0,7.99
448,Satellite Beach,US,2022-04-24 15:34:13,28.1761,-80.5901,82.49,72,0,14.97
449,Eureka,US,2022-04-24 15:30:16,40.8021,-124.1637,50.25,76,80,1.01
450,Taoudenni,ML,2022-04-24 15:34:13,22.6783,-3.9836,93.49,14,0,16.24
451,Rocha,UY,2022-04-24 15:30:26,-34.4833,-54.3333,75.49,31,0,12.91
452,Emborion,GR,2022-04-24 15:34:14,40.4833,21.55,71.96,67,66,3.8
453,Solenzo,BF,2022-04-24 15:34:14,12.1833,-4.0833,104.77,7,45,6.78
454,Santa Pola,ES,2022-04-24 15:34:15,38.1917,-0.5658,76.68,47,0,14.97
455,Galesong,ID,2022-04-24 15:35:15,-5.3166,119.3661,78.82,83,42,5.01
456,Kuryk,KZ,2022-04-24 15:35:16,43.2,51.65,62.22,44,0,4.63
457,Dauphin,CA,2022-04-24 15:35:16,51.1494,-100.0502,26.98,94,100,25.57
458,Berezovyy,RU,2022-04-24 15:35:16,51.6667,135.7,18.79,96,98,2.8
459,Gizo,SB,2022-04-24 15:35:17,-8.103,156.8419,81.84,74,49,4.32
460,Sitka,US,2022-04-24 15:35:17,57.0531,-135.33,44.49,81,75,3.44
461,Ngunguru,NZ,2022-04-24 15:35:18,-35.6167,174.5,60.49,83,45,11.41
462,Baillif,GP,2022-04-24 15:35:18,16.0202,-61.7463,84.63,67,21,8.61
463,Oudtshoorn,ZA,2022-04-24 15:35:18,-33.5907,22.2014,59.36,50,58,9.06
464,Esmeraldas,BR,2022-04-24 15:35:19,-19.7625,-44.3139,91.51,33,17,2.57
465,Kholodnyy,RU,2022-04-24 15:35:19,62.7167,147.95,11.41,94,100,4.47
466,Kenora,CA,2022-04-24 15:32:54,49.8167,-94.4337,38.37,93,100,5.75
467,Porto Santo,PT,2022-04-24 15:35:20,33.072,-16.3415,66.58,63,40,17.27
468,Isangel,VU,2022-04-24 15:34:11,-19.55,169.2667,77.59,75,94,11.1
469,Inndyr,NO,2022-04-24 15:35:20,67.0338,14.0276,42.94,84,100,0.63
470,Eyl,SO,2022-04-24 15:35:20,7.9803,49.8164,82.67,68,6,9.15
471,Tuscaloosa,US,2022-04-24 15:35:21,33.2098,-87.5692,80.1,63,20,8.05
472,Casa Grande,US,2022-04-24 15:31:20,32.8795,-111.7573,72.99,15,0,11.5
473,Geelong,AU,2022-04-24 15:35:21,-38.1471,144.3607,53.73,91,0,4.61
474,Staromyshastovskaya,RU,2022-04-24 15:35:22,45.3433,39.0761,71.69,66,21,8.48
475,Garowe,SO,2022-04-24 15:35:22,8.4054,48.4845,89.83,33,38,13.85
476,Morant Bay,JM,2022-04-24 15:35:23,17.8815,-76.4093,83.71,72,98,10.49
477,Shingu,JP,2022-04-24 15:35:23,33.7333,135.9833,63.48,94,100,1.52
478,Sembe,CG,2022-04-24 15:35:23,1.6481,14.5806,85.23,62,99,2.62
479,Velka Bites,CZ,2022-04-24 15:35:24,49.2884,16.2274,60.37,58,75,9.22
480,Najran,SA,2022-04-24 15:35:24,17.4924,44.1277,86.65,24,70,0.83
481,Roald,NO,2022-04-24 15:35:24,62.5833,6.1333,58.12,54,0,8.05
482,Sosnovo-Ozerskoye,RU,2022-04-24 15:35:25,52.5249,111.5418,24.62,68,15,3.09
483,Shetpe,KZ,2022-04-24 15:35:25,44.1667,52.1167,66.49,30,0,8.19
484,Padang,ID,2022-04-24 15:35:26,-0.9492,100.3543,78.78,89,100,3.71
485,Shirokiy,RU,2022-04-24 15:35:26,49.758,129.523,36.52,49,49,3.6
486,Ancud,CL,2022-04-24 15:35:26,-41.8697,-73.8203,45.23,88,100,19.44
487,Broken Hill,AU,2022-04-24 15:31:23,-31.95,141.4333,64.11,59,100,13.8
488,Coahuayana,MX,2022-04-24 15:35:27,18.7333,-103.6833,85.59,32,10,4.07
489,Port Hawkesbury,CA,2022-04-24 15:34:49,45.6169,-61.3485,39.9,86,100,16.11
490,Faya,SA,2022-04-24 15:35:27,18.3851,42.4509,70.32,42,34,6.82
491,Guaruja,BR,2022-04-24 15:35:28,-23.9931,-46.2564,80.83,78,100,5.01
492,Midland,US,2022-04-24 15:30:38,31.9974,-102.0779,70.92,29,0,12.66
493,Maragogi,BR,2022-04-24 15:35:28,-9.0122,-35.2225,83.52,64,91,9.66
494,Zaliztsi,UA,2022-04-24 15:35:29,49.7919,25.373,58.46,68,71,5.7
495,Sao Filipe,CV,2022-04-24 15:35:29,14.8961,-24.4956,75.63,70,9,3.67
496,Oil City,US,2022-04-24 15:35:30,41.4339,-79.7064,80.08,44,0,12.66
497,Valente,BR,2022-04-24 15:35:30,-11.4122,-39.4619,88.63,43,75,13.31
498,Olkhovatka,RU,2022-04-24 15:35:30,50.2831,39.2872,58.24,69,90,6.8
499,Mana,GF,2022-04-24 15:35:31,5.6592,-53.7767,85.05,67,67,8.08
500,Kangaba,ML,2022-04-24 15:35:31,11.9333,-8.4167,104.5,7,17,9.62
501,Ishigaki,JP,2022-04-24 15:35:31,24.3448,124.1572,78.93,100,75,8.05
502,Helong,CN,2022-04-24 15:35:33,42.5397,128.9972,46.9,41,59,3.53
503,Petropavlovka,RU,2022-04-24 15:35:35,50.6114,105.3196,32.18,59,100,16.13
504,Barra Do Bugres,BR,2022-04-24 15:36:35,-15.0725,-57.1811,88.92,53,100,6.04
505,Saint Stephen,GB,2022-04-24 15:36:35,50.3333,-4.9,55.67,71,99,2.3
506,Kitgum,UG,2022-04-24 15:36:36,3.2783,32.8867,70.14,91,94,3.67
507,Gorele,TR,2022-04-24 15:36:36,41.0308,39.0031,57.42,78,4,7.23
508,Moree,AU,2022-04-24 15:36:36,-29.4667,149.85,57.22,67,82,8.05
509,Tual,ID,2022-04-24 15:36:37,-5.6667,132.75,83.75,68,76,6.24
510,Soure,BR,2022-04-24 15:36:37,-0.7167,-48.5233,76.05,87,100,8.32
511,Utiel,ES,2022-04-24 15:36:38,39.5667,-1.2,63.81,30,4,14.85
512,Henties Bay,NA,2022-04-24 15:36:38,-22.116,14.2845,60.78,76,1,15.12
513,Severo-Kurilsk,RU,2022-04-24 15:36:38,50.6789,156.125,32.38,87,99,12.08
514,Urengoy,RU,2022-04-24 15:36:39,65.9667,78.3667,-1.88,100,69,1.1
515,Svetlogorsk,BY,2022-04-24 15:36:39,52.6333,29.7333,50.32,73,98,7.27
516,Vestmanna,FO,2022-04-24 15:36:40,62.1564,-7.1664,45.52,71,80,12.66
517,Thinadhoo,MV,2022-04-24 15:36:40,0.5333,72.9333,84.97,70,63,9.4
518,Daitari,IN,2022-04-24 15:36:40,21.1,85.75,81.03,61,34,4.47
519,Kurush,RU,2022-04-24 15:36:41,41.2841,47.8345,41.65,70,100,2.35
520,Port-Gentil,GA,2022-04-24 15:36:41,-0.7193,8.7815,82.36,74,20,5.75
521,Sao Felix Do Xingu,BR,2022-04-24 15:36:41,-6.6447,-51.995,88.43,55,100,4.59
522,At-Bashi,KG,2022-04-24 15:36:42,41.1702,75.8106,48.79,83,100,0.51
523,Trincomalee,LK,2022-04-24 15:36:43,8.5711,81.2335,84.16,76,87,7.14
524,Fort Saint James,CA,2022-04-24 15:36:43,54.4333,-124.25,44.53,65,100,4.56
525,Half Moon Bay,US,2022-04-24 15:36:43,37.4636,-122.4286,58.05,86,100,6.91
526,Batticaloa,LK,2022-04-24 15:34:50,7.7102,81.6924,83.12,77,37,6.55
527,Susanville,US,2022-04-24 15:36:44,40.4163,-120.653,39.04,65,0,0.0
528,Lingao,CN,2022-04-24 15:36:44,19.9103,109.6859,78.42,81,11,9.53
529,Kalabo,ZM,2022-04-24 15:36:45,-14.97,22.6814,74.32,57,96,3.94
530,San Juan,AR,2022-04-24 15:36:45,-31.5375,-68.5364,84.9,20,0,11.14
531,Dasna,IN,2022-04-24 15:36:45,28.6833,77.5333,95.14,11,25,9.82
532,Praia Da Vitoria,PT,2022-04-24 15:36:46,38.7333,-27.0667,66.45,63,40,21.99
533,Hoopstad,ZA,2022-04-24 15:34:15,-27.8327,25.9083,67.15,49,65,12.97
534,Sorong,ID,2022-04-24 15:36:46,-0.8833,131.25,81.99,81,90,10.31
535,Port Lincoln,AU,2022-04-24 15:36:46,-34.7333,135.8667,65.91,79,100,5.14
536,Turayf,SA,2022-04-24 15:36:47,31.6725,38.6637,80.85,47,75,11.5
537,Usta Muhammad,PK,2022-04-24 15:36:47,28.1794,68.0445,97.05,9,53,5.64
538,Kalmunai,LK,2022-04-24 15:36:47,7.4167,81.8167,82.45,79,24,4.94
539,Kharovsk,RU,2022-04-24 15:36:48,59.9642,40.1912,42.04,83,74,5.5
540,Soe,ID,2022-04-24 15:36:48,-9.8607,124.284,63.48,78,8,3.96
541,Murray Bridge,AU,2022-04-24 15:36:49,-35.1167,139.2667,63.12,63,91,4.0
542,Podyuga,RU,2022-04-24 15:36:49,61.095,40.8647,37.71,83,99,3.2
543,Palmer,US,2022-04-24 15:36:50,42.1584,-72.3287,55.06,43,100,4.61
544,Honningsvag,NO,2022-04-24 15:36:50,70.9821,25.9704,37.15,87,75,8.05
545,Nemuro,JP,2022-04-24 15:36:50,43.3236,145.575,40.96,93,100,14.97
546,Beaufort,MY,2022-04-24 15:36:51,5.3473,115.7455,75.49,96,98,3.2
547,Tumaco,CO,2022-04-24 15:36:51,1.7986,-78.8156,81.99,74,52,3.89
548,Burns Lake,CA,2022-04-24 15:36:51,54.2331,-125.7533,40.42,80,99,3.2
549,Banfora,BF,2022-04-24 15:36:52,10.6333,-4.7667,104.05,10,31,7.45
550,Mogok,MM,2022-04-24 15:37:52,22.9167,96.5,72.3,40,5,2.62
551,Hami,CN,2022-04-24 15:37:52,42.8,93.45,67.14,32,64,18.9
552,Maun,BW,2022-04-24 15:37:53,-19.9833,23.4167,77.74,29,23,4.18
553,Tazovskiy,RU,2022-04-24 15:37:36,67.4667,78.7,-5.28,100,66,5.46
554,Berbera,SO,2022-04-24 15:37:53,10.4396,45.0143,86.43,74,39,13.4
555,Griffith,US,2022-04-24 15:37:54,41.5284,-87.4237,71.22,74,100,20.71
556,Alihe,CN,2022-04-24 15:37:32,50.5667,123.7167,33.46,90,86,2.84
557,Bacalar,MX,2022-04-24 15:37:54,18.6667,-88.3833,84.31,70,40,11.5
558,Marsa Matruh,EG,2022-04-24 15:37:31,31.3525,27.2453,66.4,77,20,9.22
559,Washington,US,2022-04-24 15:34:56,47.5001,-120.5015,41.4,47,13,2.15
560,Ocampo,MX,2022-04-24 15:37:55,21.65,-101.5,73.4,18,0,12.26
561,Tari,NG,2022-04-24 15:37:55,12.4086,4.4914,107.74,8,2,3.67
562,Isiro,CD,2022-04-24 15:37:56,2.7739,27.616,70.32,95,94,5.61
563,Vaitape,PF,2022-04-24 15:37:56,-16.5167,-151.75,80.29,71,62,5.95
564,Macenta,GN,2022-04-24 15:37:56,8.5435,-9.471,93.34,31,80,3.67
565,Kifri,IQ,2022-04-24 15:37:57,34.6959,44.9661,74.97,26,100,16.15
566,Lieksa,FI,2022-04-24 15:37:57,63.3167,30.0167,37.76,71,66,0.67
567,Sanica,BA,2022-04-24 15:37:57,44.6142,16.6411,62.73,64,2,7.09
568,Mount Isa,AU,2022-04-24 15:37:58,-20.7333,139.5,65.97,100,75,8.05
569,Marystown,CA,2022-04-24 15:37:58,47.1666,-55.1483,41.86,100,100,13.0
570,Parabel,RU,2022-04-24 15:37:58,58.6978,81.4825,23.05,96,100,3.15
571,Nuuk,GL,2022-04-24 15:37:59,64.1835,-51.7216,32.61,93,75,8.05
572,Denpasar,ID,2022-04-24 15:37:59,-8.65,115.2167,82.06,88,20,9.22
573,Karabanovo,RU,2022-04-24 15:38:00,56.3167,38.7,48.18,96,100,2.68
574,Vila,PT,2022-04-24 15:38:00,42.0304,-8.1588,50.88,82,99,5.79
575,Bemidji,US,2022-04-24 15:38:00,47.4736,-94.8803,39.56,98,100,6.91
576,Constitucion,CL,2022-04-24 15:38:01,-35.3333,-72.4167,59.88,85,93,21.65
577,Sasvad,IN,2022-04-24 15:38:01,18.3333,74.0333,88.5,28,29,4.34
578,Grindavik,IS,2022-04-24 15:38:01,63.8424,-22.4338,45.07,76,100,8.05
579,Nara,JP,2022-04-24 15:38:02,34.6851,135.8049,63.72,93,76,1.01
